id_student,code_module,code_presentation
312537,AAA,2013J
318933,AAA,2013J
319047,AAA,2013J
321942,AAA,2013J
324002,AAA,2013J
324084,AAA,2013J
333059,AAA,2013J
333323,AAA,2013J
334259,AAA,2013J
334333,AAA,2013J
335764,AAA,2013J
336207,AAA,2013J
339972,AAA,2013J
341872,AAA,2013J
342007,AAA,2013J
342514,AAA,2013J
342972,AAA,2013J
344282,AAA,2013J
345068,AAA,2013J
345357,AAA,2013J
346025,AAA,2013J
346843,AAA,2013J
350188,AAA,2013J
354858,AAA,2013J
357668,AAA,2013J
365244,AAA,2013J
365642,AAA,2013J
366483,AAA,2013J
368194,AAA,2013J
368824,AAA,2013J
368963,AAA,2013J
376439,AAA,2013J
380953,AAA,2013J
383254,AAA,2013J
386952,AAA,2013J
388722,AAA,2013J
388885,AAA,2013J
390890,AAA,2013J
392756,AAA,2013J
392931,AAA,2013J
396872,AAA,2013J
398552,AAA,2013J
401869,AAA,2013J
402470,AAA,2013J
405088,AAA,2013J
405961,AAA,2013J
414117,AAA,2013J
415969,AAA,2013J
420087,AAA,2013J
429958,AAA,2013J
441888,AAA,2013J
442442,AAA,2013J
444677,AAA,2013J
470588,AAA,2013J
489455,AAA,2013J
494424,AAA,2013J
495284,AAA,2013J
508818,AAA,2013J
512460,AAA,2013J
550383,AAA,2013J
564450,AAA,2013J
568601,AAA,2013J
572652,AAA,2013J
580389,AAA,2013J
581129,AAA,2013J
588775,AAA,2013J
591774,AAA,2013J
603861,AAA,2013J
606143,AAA,2013J
704156,AAA,2013J
721259,AAA,2013J
749412,AAA,2013J
760729,AAA,2013J
905042,AAA,2013J
949618,AAA,2013J
968578,AAA,2013J
969076,AAA,2013J
978739,AAA,2013J
1035023,AAA,2013J
1105478,AAA,2013J
1352868,AAA,2013J
1401935,AAA,2013J
1414443,AAA,2013J
1456619,AAA,2013J
1472925,AAA,2013J
1488959,AAA,2013J
1518989,AAA,2013J
1640609,AAA,2013J
1686521,AAA,2013J
1729319,AAA,2013J
1746134,AAA,2013J
1765788,AAA,2013J
1801229,AAA,2013J
1801641,AAA,2013J
1847830,AAA,2013J
1860318,AAA,2013J
1889511,AAA,2013J
1889577,AAA,2013J
1894188,AAA,2013J
1938355,AAA,2013J
1976139,AAA,2013J
2011876,AAA,2013J
2012966,AAA,2013J
2051699,AAA,2013J
2062879,AAA,2013J
2065691,AAA,2013J
2073016,AAA,2013J
2080474,AAA,2013J
2083877,AAA,2013J
2084066,AAA,2013J
2104505,AAA,2013J
2122180,AAA,2013J
2146792,AAA,2013J
2149225,AAA,2013J
2153153,AAA,2013J
2155014,AAA,2013J
2164705,AAA,2013J
2171627,AAA,2013J
2194100,AAA,2013J
2197016,AAA,2013J
2208424,AAA,2013J
2255601,AAA,2013J
2278464,AAA,2013J
2293923,AAA,2013J
2318055,AAA,2013J
2324976,AAA,2013J
2329342,AAA,2013J
2339528,AAA,2013J
2342426,AAA,2013J
2358969,AAA,2013J
2364471,AAA,2013J
2365101,AAA,2013J
2367155,AAA,2013J
2376496,AAA,2013J
2391984,AAA,2013J
2411661,AAA,2013J
2412002,AAA,2013J
2412967,AAA,2013J
2429854,AAA,2013J
2437837,AAA,2013J
2456480,AAA,2013J
2457256,AAA,2013J
2458355,AAA,2013J
2460080,AAA,2013J
2469673,AAA,2013J
2470694,AAA,2013J
2479954,AAA,2013J
2481901,AAA,2013J
2486127,AAA,2013J
2498700,AAA,2013J
2516503,AAA,2013J
2518069,AAA,2013J
2523736,AAA,2013J
2529279,AAA,2013J
2532302,AAA,2013J
2536991,AAA,2013J
2542724,AAA,2013J
2550279,AAA,2013J
2551220,AAA,2013J
2555340,AAA,2013J
2557283,AAA,2013J
2566163,AAA,2013J
2569324,AAA,2013J
2574528,AAA,2013J
2576122,AAA,2013J
2586560,AAA,2013J
2594139,AAA,2013J
2598871,AAA,2013J
2606098,AAA,2013J
2613116,AAA,2013J
2620584,AAA,2013J
2639449,AAA,2013J
2639540,AAA,2013J
2639641,AAA,2013J
2643002,AAA,2013J
2645733,AAA,2013J
2649826,AAA,2013J
2650282,AAA,2013J
2666246,AAA,2013J
2669816,AAA,2013J
2671132,AAA,2013J
2678643,AAA,2013J
2685865,AAA,2013J
2691244,AAA,2013J
2694424,AAA,2013J
2698257,AAA,2013J
6516,AAA,2014J
24734,AAA,2014J
26192,AAA,2014J
28061,AAA,2014J
31600,AAA,2014J
46844,AAA,2014J
52765,AAA,2014J
55104,AAA,2014J
58071,AAA,2014J
58316,AAA,2014J
62487,AAA,2014J
63165,AAA,2014J
65002,AAA,2014J
70011,AAA,2014J
75255,AAA,2014J
79403,AAA,2014J
85144,AAA,2014J
87431,AAA,2014J
95755,AAA,2014J
101116,AAA,2014J
107489,AAA,2014J
109155,AAA,2014J
111512,AAA,2014J
119902,AAA,2014J
121349,AAA,2014J
124064,AAA,2014J
125018,AAA,2014J
129955,AAA,2014J
130034,AAA,2014J
130547,AAA,2014J
133816,AAA,2014J
133922,AAA,2014J
135335,AAA,2014J
135471,AAA,2014J
139033,AAA,2014J
141377,AAA,2014J
141506,AAA,2014J
146503,AAA,2014J
148993,AAA,2014J
149741,AAA,2014J
149962,AAA,2014J
152668,AAA,2014J
155984,AAA,2014J
158707,AAA,2014J
164944,AAA,2014J
165226,AAA,2014J
167961,AAA,2014J
174024,AAA,2014J
174745,AAA,2014J
175772,AAA,2014J
183057,AAA,2014J
185350,AAA,2014J
188278,AAA,2014J
199897,AAA,2014J
200804,AAA,2014J
205494,AAA,2014J
228021,AAA,2014J
232307,AAA,2014J
235068,AAA,2014J
235507,AAA,2014J
237274,AAA,2014J
243510,AAA,2014J
244246,AAA,2014J
248581,AAA,2014J
252073,AAA,2014J
258587,AAA,2014J
260355,AAA,2014J
260623,AAA,2014J
263251,AAA,2014J
263952,AAA,2014J
266524,AAA,2014J
268733,AAA,2014J
273346,AAA,2014J
274947,AAA,2014J
275674,AAA,2014J
275792,AAA,2014J
277880,AAA,2014J
281636,AAA,2014J
285315,AAA,2014J
287040,AAA,2014J
287210,AAA,2014J
288994,AAA,2014J
289449,AAA,2014J
292525,AAA,2014J
292775,AAA,2014J
294496,AAA,2014J
294655,AAA,2014J
295075,AAA,2014J
296424,AAA,2014J
298034,AAA,2014J
298838,AAA,2014J
301967,AAA,2014J
302476,AAA,2014J
303521,AAA,2014J
303985,AAA,2014J
304465,AAA,2014J
306646,AAA,2014J
310412,AAA,2014J
311659,AAA,2014J
313937,AAA,2014J
315076,AAA,2014J
315744,AAA,2014J
328024,AAA,2014J
328734,AAA,2014J
330594,AAA,2014J
332884,AAA,2014J
334441,AAA,2014J
335247,AAA,2014J
335764,AAA,2014J
337748,AAA,2014J
338407,AAA,2014J
341876,AAA,2014J
342007,AAA,2014J
345440,AAA,2014J
345519,AAA,2014J
346118,AAA,2014J
348275,AAA,2014J
348807,AAA,2014J
350156,AAA,2014J
350939,AAA,2014J
353665,AAA,2014J
354170,AAA,2014J
356170,AAA,2014J
358182,AAA,2014J
364957,AAA,2014J
369834,AAA,2014J
371710,AAA,2014J
373872,AAA,2014J
375260,AAA,2014J
375646,AAA,2014J
377546,AAA,2014J
382095,AAA,2014J
383180,AAA,2014J
383600,AAA,2014J
383723,AAA,2014J
384203,AAA,2014J
384725,AAA,2014J
387533,AAA,2014J
387954,AAA,2014J
388147,AAA,2014J
390890,AAA,2014J
391249,AAA,2014J
396655,AAA,2014J
398171,AAA,2014J
398349,AAA,2014J
400147,AAA,2014J
400682,AAA,2014J
401404,AAA,2014J
402204,AAA,2014J
402961,AAA,2014J
404356,AAA,2014J
406671,AAA,2014J
406682,AAA,2014J
409100,AAA,2014J
410092,AAA,2014J
411971,AAA,2014J
415969,AAA,2014J
418731,AAA,2014J
421455,AAA,2014J
429858,AAA,2014J
431025,AAA,2014J
439305,AAA,2014J
440319,AAA,2014J
442064,AAA,2014J
446108,AAA,2014J
468120,AAA,2014J
468694,AAA,2014J
470588,AAA,2014J
470982,AAA,2014J
483800,AAA,2014J
485962,AAA,2014J
488382,AAA,2014J
500113,AAA,2014J
503889,AAA,2014J
514526,AAA,2014J
518808,AAA,2014J
522482,AAA,2014J
527100,AAA,2014J
527801,AAA,2014J
537081,AAA,2014J
544253,AAA,2014J
548120,AAA,2014J
561467,AAA,2014J
567922,AAA,2014J
569505,AAA,2014J
588477,AAA,2014J
593846,AAA,2014J
598070,AAA,2014J
603834,AAA,2014J
603861,AAA,2014J
623710,AAA,2014J
623840,AAA,2014J
626240,AAA,2014J
628088,AAA,2014J
628312,AAA,2014J
630142,AAA,2014J
637665,AAA,2014J
639053,AAA,2014J
642878,AAA,2014J
648130,AAA,2014J
676546,AAA,2014J
677186,AAA,2014J
677281,AAA,2014J
684180,AAA,2014J
696073,AAA,2014J
696578,AAA,2014J
721259,AAA,2014J
852847,AAA,2014J
998493,AAA,2014J
1112555,AAA,2014J
1352868,AAA,2014J
1456619,AAA,2014J
1469279,AAA,2014J
1471214,AAA,2014J
1472925,AAA,2014J
1484804,AAA,2014J
1511033,AAA,2014J
1576513,AAA,2014J
1609002,AAA,2014J
1629771,AAA,2014J
1676594,AAA,2014J
1686551,AAA,2014J
1689639,AAA,2014J
1715896,AAA,2014J
1721270,AAA,2014J
1773377,AAA,2014J
1818673,AAA,2014J
1839386,AAA,2014J
1947156,AAA,2014J
1967783,AAA,2014J
2045084,AAA,2014J
2057803,AAA,2014J
2073016,AAA,2014J
2085209,AAA,2014J
2086400,AAA,2014J
2158048,AAA,2014J
2158196,AAA,2014J
2165164,AAA,2014J
2168833,AAA,2014J
2207874,AAA,2014J
2240349,AAA,2014J
2277857,AAA,2014J
2297896,AAA,2014J
2313257,AAA,2014J
2318055,AAA,2014J
2330254,AAA,2014J
2355470,AAA,2014J
2358969,AAA,2014J
2363863,AAA,2014J
2365101,AAA,2014J
2369415,AAA,2014J
2397661,AAA,2014J
2398313,AAA,2014J
2404408,AAA,2014J
2429854,AAA,2014J
2432796,AAA,2014J
2434159,AAA,2014J
2436812,AAA,2014J
2467267,AAA,2014J
2470694,AAA,2014J
2473538,AAA,2014J
2474849,AAA,2014J
2494700,AAA,2014J
2500258,AAA,2014J
2509639,AAA,2014J
2514368,AAA,2014J
2514898,AAA,2014J
2522927,AAA,2014J
2546445,AAA,2014J
2551797,AAA,2014J
2551932,AAA,2014J
2569324,AAA,2014J
2576122,AAA,2014J
2578676,AAA,2014J
2581477,AAA,2014J
2595841,AAA,2014J
2596621,AAA,2014J
2602338,AAA,2014J
2606802,AAA,2014J
2624961,AAA,2014J
2630087,AAA,2014J
2633226,AAA,2014J
2642616,AAA,2014J
2642935,AAA,2014J
2648611,AAA,2014J
2677624,AAA,2014J
2680312,AAA,2014J
2688166,AAA,2014J
2690062,AAA,2014J
2692514,AAA,2014J
2694788,AAA,2014J
23629,BBB,2013B
25107,BBB,2013B
31663,BBB,2013B
33666,BBB,2013B
34353,BBB,2013B
34694,BBB,2013B
34863,BBB,2013B
35812,BBB,2013B
39655,BBB,2013B
50993,BBB,2013B
52899,BBB,2013B
58089,BBB,2013B
71433,BBB,2013B
72070,BBB,2013B
74695,BBB,2013B
74734,BBB,2013B
75399,BBB,2013B
78645,BBB,2013B
79378,BBB,2013B
82535,BBB,2013B
82741,BBB,2013B
83254,BBB,2013B
84245,BBB,2013B
84664,BBB,2013B
86291,BBB,2013B
87732,BBB,2013B
92274,BBB,2013B
92832,BBB,2013B
92947,BBB,2013B
92993,BBB,2013B
94616,BBB,2013B
96291,BBB,2013B
97154,BBB,2013B
98313,BBB,2013B
102849,BBB,2013B
104054,BBB,2013B
108377,BBB,2013B
108589,BBB,2013B
109938,BBB,2013B
110881,BBB,2013B
116603,BBB,2013B
117071,BBB,2013B
120994,BBB,2013B
122524,BBB,2013B
123379,BBB,2013B
123860,BBB,2013B
126322,BBB,2013B
127209,BBB,2013B
133155,BBB,2013B
133531,BBB,2013B
133748,BBB,2013B
141823,BBB,2013B
142324,BBB,2013B
143741,BBB,2013B
145544,BBB,2013B
147876,BBB,2013B
151697,BBB,2013B
152153,BBB,2013B
152910,BBB,2013B
152929,BBB,2013B
153212,BBB,2013B
153704,BBB,2013B
154125,BBB,2013B
155735,BBB,2013B
156835,BBB,2013B
165243,BBB,2013B
169515,BBB,2013B
170356,BBB,2013B
171377,BBB,2013B
173335,BBB,2013B
174321,BBB,2013B
177639,BBB,2013B
179605,BBB,2013B
182824,BBB,2013B
183806,BBB,2013B
186670,BBB,2013B
186780,BBB,2013B
187793,BBB,2013B
188152,BBB,2013B
192424,BBB,2013B
193822,BBB,2013B
197595,BBB,2013B
198956,BBB,2013B
199520,BBB,2013B
200863,BBB,2013B
200905,BBB,2013B
203481,BBB,2013B
204746,BBB,2013B
205231,BBB,2013B
226827,BBB,2013B
228049,BBB,2013B
228235,BBB,2013B
229240,BBB,2013B
229426,BBB,2013B
232600,BBB,2013B
232695,BBB,2013B
232745,BBB,2013B
235097,BBB,2013B
237304,BBB,2013B
237913,BBB,2013B
242149,BBB,2013B
245404,BBB,2013B
247267,BBB,2013B
248103,BBB,2013B
249534,BBB,2013B
251351,BBB,2013B
252340,BBB,2013B
252652,BBB,2013B
253250,BBB,2013B
255347,BBB,2013B
255998,BBB,2013B
256215,BBB,2013B
259182,BBB,2013B
262294,BBB,2013B
262741,BBB,2013B
263499,BBB,2013B
263531,BBB,2013B
265405,BBB,2013B
265958,BBB,2013B
267761,BBB,2013B
267853,BBB,2013B
269076,BBB,2013B
270399,BBB,2013B
270567,BBB,2013B
271036,BBB,2013B
272580,BBB,2013B
273877,BBB,2013B
276717,BBB,2013B
277733,BBB,2013B
278447,BBB,2013B
280962,BBB,2013B
284076,BBB,2013B
285912,BBB,2013B
288380,BBB,2013B
288990,BBB,2013B
291037,BBB,2013B
291194,BBB,2013B
291701,BBB,2013B
292027,BBB,2013B
294961,BBB,2013B
294999,BBB,2013B
297484,BBB,2013B
298322,BBB,2013B
298476,BBB,2013B
302550,BBB,2013B
306886,BBB,2013B
306984,BBB,2013B
309175,BBB,2013B
309709,BBB,2013B
309734,BBB,2013B
311042,BBB,2013B
313810,BBB,2013B
315186,BBB,2013B
318056,BBB,2013B
318101,BBB,2013B
319209,BBB,2013B
322745,BBB,2013B
322960,BBB,2013B
324236,BBB,2013B
325511,BBB,2013B
326012,BBB,2013B
329226,BBB,2013B
329321,BBB,2013B
329800,BBB,2013B
330376,BBB,2013B
331354,BBB,2013B
331844,BBB,2013B
333129,BBB,2013B
334291,BBB,2013B
334794,BBB,2013B
335421,BBB,2013B
335600,BBB,2013B
335910,BBB,2013B
338056,BBB,2013B
338861,BBB,2013B
338912,BBB,2013B
339379,BBB,2013B
339526,BBB,2013B
339946,BBB,2013B
340378,BBB,2013B
340831,BBB,2013B
341040,BBB,2013B
341235,BBB,2013B
341509,BBB,2013B
349040,BBB,2013B
349424,BBB,2013B
350622,BBB,2013B
350795,BBB,2013B
351543,BBB,2013B
352364,BBB,2013B
353093,BBB,2013B
353352,BBB,2013B
354058,BBB,2013B
354815,BBB,2013B
354895,BBB,2013B
355369,BBB,2013B
357030,BBB,2013B
357928,BBB,2013B
359170,BBB,2013B
360188,BBB,2013B
361603,BBB,2013B
362760,BBB,2013B
362877,BBB,2013B
363660,BBB,2013B
364323,BBB,2013B
365439,BBB,2013B
365452,BBB,2013B
365488,BBB,2013B
365707,BBB,2013B
366821,BBB,2013B
367304,BBB,2013B
367609,BBB,2013B
368439,BBB,2013B
370302,BBB,2013B
374102,BBB,2013B
374234,BBB,2013B
376617,BBB,2013B
377695,BBB,2013B
377759,BBB,2013B
377846,BBB,2013B
378462,BBB,2013B
378543,BBB,2013B
378721,BBB,2013B
379402,BBB,2013B
379405,BBB,2013B
380151,BBB,2013B
381640,BBB,2013B
381722,BBB,2013B
383828,BBB,2013B
384678,BBB,2013B
384909,BBB,2013B
385034,BBB,2013B
386348,BBB,2013B
386957,BBB,2013B
387276,BBB,2013B
387702,BBB,2013B
388014,BBB,2013B
388410,BBB,2013B
389369,BBB,2013B
390220,BBB,2013B
390442,BBB,2013B
392213,BBB,2013B
392281,BBB,2013B
392428,BBB,2013B
393327,BBB,2013B
394956,BBB,2013B
395107,BBB,2013B
395229,BBB,2013B
397118,BBB,2013B
397763,BBB,2013B
398084,BBB,2013B
398965,BBB,2013B
400049,BBB,2013B
400469,BBB,2013B
400474,BBB,2013B
400718,BBB,2013B
400894,BBB,2013B
401349,BBB,2013B
403093,BBB,2013B
403191,BBB,2013B
404022,BBB,2013B
404727,BBB,2013B
405471,BBB,2013B
405995,BBB,2013B
406416,BBB,2013B
408112,BBB,2013B
409662,BBB,2013B
410739,BBB,2013B
411197,BBB,2013B
412407,BBB,2013B
412654,BBB,2013B
413984,BBB,2013B
414958,BBB,2013B
415548,BBB,2013B
415716,BBB,2013B
415760,BBB,2013B
416007,BBB,2013B
416314,BBB,2013B
416654,BBB,2013B
417462,BBB,2013B
418065,BBB,2013B
418325,BBB,2013B
420604,BBB,2013B
421205,BBB,2013B
422070,BBB,2013B
422752,BBB,2013B
423314,BBB,2013B
423871,BBB,2013B
425747,BBB,2013B
425808,BBB,2013B
425817,BBB,2013B
425820,BBB,2013B
427536,BBB,2013B
427704,BBB,2013B
427773,BBB,2013B
429158,BBB,2013B
429494,BBB,2013B
430160,BBB,2013B
430357,BBB,2013B
432232,BBB,2013B
432870,BBB,2013B
433531,BBB,2013B
433755,BBB,2013B
433939,BBB,2013B
434094,BBB,2013B
434192,BBB,2013B
434353,BBB,2013B
434646,BBB,2013B
435245,BBB,2013B
435803,BBB,2013B
437562,BBB,2013B
437967,BBB,2013B
438210,BBB,2013B
438703,BBB,2013B
439857,BBB,2013B
440509,BBB,2013B
441181,BBB,2013B
441423,BBB,2013B
442012,BBB,2013B
442143,BBB,2013B
442183,BBB,2013B
442456,BBB,2013B
442466,BBB,2013B
443108,BBB,2013B
443288,BBB,2013B
443452,BBB,2013B
444117,BBB,2013B
444408,BBB,2013B
444784,BBB,2013B
444926,BBB,2013B
445125,BBB,2013B
445889,BBB,2013B
446045,BBB,2013B
446145,BBB,2013B
446247,BBB,2013B
446357,BBB,2013B
446856,BBB,2013B
447007,BBB,2013B
447782,BBB,2013B
465599,BBB,2013B
465730,BBB,2013B
466037,BBB,2013B
466800,BBB,2013B
466810,BBB,2013B
467035,BBB,2013B
467292,BBB,2013B
467756,BBB,2013B
467835,BBB,2013B
468021,BBB,2013B
468792,BBB,2013B
468949,BBB,2013B
470318,BBB,2013B
471219,BBB,2013B
471525,BBB,2013B
472348,BBB,2013B
472586,BBB,2013B
473095,BBB,2013B
473328,BBB,2013B
475078,BBB,2013B
475095,BBB,2013B
475460,BBB,2013B
475688,BBB,2013B
476037,BBB,2013B
476201,BBB,2013B
476297,BBB,2013B
476369,BBB,2013B
476457,BBB,2013B
476709,BBB,2013B
476710,BBB,2013B
476783,BBB,2013B
476855,BBB,2013B
477009,BBB,2013B
477011,BBB,2013B
477164,BBB,2013B
477167,BBB,2013B
477734,BBB,2013B
477835,BBB,2013B
478317,BBB,2013B
478444,BBB,2013B
478718,BBB,2013B
478792,BBB,2013B
478873,BBB,2013B
479060,BBB,2013B
479171,BBB,2013B
479267,BBB,2013B
479343,BBB,2013B
479516,BBB,2013B
479519,BBB,2013B
480151,BBB,2013B
480382,BBB,2013B
480458,BBB,2013B
480507,BBB,2013B
480554,BBB,2013B
481010,BBB,2013B
481607,BBB,2013B
482467,BBB,2013B
482945,BBB,2013B
483064,BBB,2013B
483074,BBB,2013B
483109,BBB,2013B
483243,BBB,2013B
483309,BBB,2013B
483371,BBB,2013B
483411,BBB,2013B
483479,BBB,2013B
483952,BBB,2013B
484039,BBB,2013B
484135,BBB,2013B
484161,BBB,2013B
484768,BBB,2013B
484885,BBB,2013B
484933,BBB,2013B
485352,BBB,2013B
485399,BBB,2013B
485568,BBB,2013B
485630,BBB,2013B
485782,BBB,2013B
486099,BBB,2013B
486214,BBB,2013B
486282,BBB,2013B
486391,BBB,2013B
486521,BBB,2013B
486650,BBB,2013B
486656,BBB,2013B
487329,BBB,2013B
487646,BBB,2013B
488185,BBB,2013B
488425,BBB,2013B
488477,BBB,2013B
489251,BBB,2013B
490110,BBB,2013B
490152,BBB,2013B
490733,BBB,2013B
492182,BBB,2013B
492240,BBB,2013B
492336,BBB,2013B
492590,BBB,2013B
493377,BBB,2013B
493515,BBB,2013B
493958,BBB,2013B
494095,BBB,2013B
494278,BBB,2013B
494304,BBB,2013B
494673,BBB,2013B
494786,BBB,2013B
494838,BBB,2013B
494840,BBB,2013B
494927,BBB,2013B
495377,BBB,2013B
495674,BBB,2013B
495856,BBB,2013B
495875,BBB,2013B
496041,BBB,2013B
496220,BBB,2013B
496243,BBB,2013B
497088,BBB,2013B
497278,BBB,2013B
497280,BBB,2013B
497468,BBB,2013B
497607,BBB,2013B
497793,BBB,2013B
498131,BBB,2013B
498175,BBB,2013B
498296,BBB,2013B
498371,BBB,2013B
498455,BBB,2013B
498967,BBB,2013B
499067,BBB,2013B
499118,BBB,2013B
499380,BBB,2013B
499387,BBB,2013B
499483,BBB,2013B
499511,BBB,2013B
499891,BBB,2013B
499931,BBB,2013B
500507,BBB,2013B
500585,BBB,2013B
500719,BBB,2013B
500791,BBB,2013B
500815,BBB,2013B
500819,BBB,2013B
500958,BBB,2013B
501008,BBB,2013B
501432,BBB,2013B
501550,BBB,2013B
501879,BBB,2013B
502088,BBB,2013B
502604,BBB,2013B
502713,BBB,2013B
502717,BBB,2013B
502872,BBB,2013B
503353,BBB,2013B
503390,BBB,2013B
503491,BBB,2013B
503509,BBB,2013B
504014,BBB,2013B
504021,BBB,2013B
504028,BBB,2013B
504102,BBB,2013B
505417,BBB,2013B
505499,BBB,2013B
505592,BBB,2013B
505595,BBB,2013B
505606,BBB,2013B
505694,BBB,2013B
505871,BBB,2013B
505959,BBB,2013B
505961,BBB,2013B
506233,BBB,2013B
506360,BBB,2013B
506650,BBB,2013B
506753,BBB,2013B
507221,BBB,2013B
507303,BBB,2013B
507320,BBB,2013B
507359,BBB,2013B
507485,BBB,2013B
507685,BBB,2013B
507817,BBB,2013B
508103,BBB,2013B
508537,BBB,2013B
508662,BBB,2013B
508668,BBB,2013B
509226,BBB,2013B
509295,BBB,2013B
509334,BBB,2013B
509737,BBB,2013B
509768,BBB,2013B
509901,BBB,2013B
510492,BBB,2013B
510556,BBB,2013B
510756,BBB,2013B
511050,BBB,2013B
511306,BBB,2013B
511459,BBB,2013B
511474,BBB,2013B
511515,BBB,2013B
511524,BBB,2013B
511652,BBB,2013B
511693,BBB,2013B
512070,BBB,2013B
512180,BBB,2013B
512242,BBB,2013B
512468,BBB,2013B
512883,BBB,2013B
512911,BBB,2013B
512995,BBB,2013B
513005,BBB,2013B
513016,BBB,2013B
513196,BBB,2013B
513210,BBB,2013B
513315,BBB,2013B
513368,BBB,2013B
513733,BBB,2013B
513757,BBB,2013B
514140,BBB,2013B
514819,BBB,2013B
514987,BBB,2013B
515035,BBB,2013B
515105,BBB,2013B
515130,BBB,2013B
515174,BBB,2013B
515311,BBB,2013B
515474,BBB,2013B
515497,BBB,2013B
515959,BBB,2013B
516057,BBB,2013B
516432,BBB,2013B
516456,BBB,2013B
516475,BBB,2013B
516495,BBB,2013B
516529,BBB,2013B
516776,BBB,2013B
516841,BBB,2013B
517043,BBB,2013B
517175,BBB,2013B
517474,BBB,2013B
517617,BBB,2013B
517701,BBB,2013B
517778,BBB,2013B
517853,BBB,2013B
518189,BBB,2013B
518469,BBB,2013B
518876,BBB,2013B
518879,BBB,2013B
518904,BBB,2013B
519012,BBB,2013B
519387,BBB,2013B
519602,BBB,2013B
519647,BBB,2013B
519800,BBB,2013B
520049,BBB,2013B
520230,BBB,2013B
520749,BBB,2013B
521069,BBB,2013B
521081,BBB,2013B
521096,BBB,2013B
521394,BBB,2013B
521430,BBB,2013B
521764,BBB,2013B
521903,BBB,2013B
522090,BBB,2013B
522249,BBB,2013B
522302,BBB,2013B
522373,BBB,2013B
522383,BBB,2013B
523012,BBB,2013B
523156,BBB,2013B
523596,BBB,2013B
523672,BBB,2013B
523789,BBB,2013B
523966,BBB,2013B
524101,BBB,2013B
524171,BBB,2013B
524452,BBB,2013B
524496,BBB,2013B
524968,BBB,2013B
525501,BBB,2013B
525543,BBB,2013B
525679,BBB,2013B
525683,BBB,2013B
525797,BBB,2013B
525869,BBB,2013B
525942,BBB,2013B
526200,BBB,2013B
526370,BBB,2013B
526506,BBB,2013B
527020,BBB,2013B
527227,BBB,2013B
527313,BBB,2013B
527343,BBB,2013B
527382,BBB,2013B
527659,BBB,2013B
527886,BBB,2013B
527980,BBB,2013B
528161,BBB,2013B
528220,BBB,2013B
528261,BBB,2013B
528270,BBB,2013B
528353,BBB,2013B
528649,BBB,2013B
528918,BBB,2013B
529118,BBB,2013B
529212,BBB,2013B
529383,BBB,2013B
529446,BBB,2013B
529502,BBB,2013B
529767,BBB,2013B
530065,BBB,2013B
530153,BBB,2013B
530215,BBB,2013B
530226,BBB,2013B
530245,BBB,2013B
530266,BBB,2013B
530398,BBB,2013B
530483,BBB,2013B
530493,BBB,2013B
530669,BBB,2013B
530987,BBB,2013B
531000,BBB,2013B
531027,BBB,2013B
531235,BBB,2013B
531428,BBB,2013B
531464,BBB,2013B
531481,BBB,2013B
531569,BBB,2013B
531573,BBB,2013B
